Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Dup_v1	Dup_v2	Merge_v1	Merge_v2	MA_gaps_v1	MA_gaps_v2	MA_extra_v1	MA_extra_v2	MA_conserv_v1	MA_conserv_v2
-25	yes	no	0.29	0.18	0.0	0.0	1.0	1.0	0.34	0.25	0.0	0.01	0.86	0.92
0	no	yes	0.01	0.26	-0.01	0.0	1.0	1.0	0.02	0.03	0.11	0.0	0.8	0.44
0	no	no	0.03	0.03	0.04	0.03	1.0	1.0	0.04	0.03	0.0	0.0	0.81	0.85
0	yes	yes	0.47	0.46	-1.24	-1.33	1.0	1.0	0.05	0.06	0.04	0.04	0.96	0.96
-12	no	yes	0.0	0.01	0.23	0.1	1.0	1.0	0.18	0.26	0.0	0.0	0.84	0.86
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.17	0.17	0.0	0.0	0.42	0.43
25	no	yes	0.11	0.42	0.0	-0.76	1.0	1.0	0.31	0.04	0.01	0.02	0.89	0.75
12	no	yes	0.33	0.33	-4.04	0.03	1.0	1.0	0.36	0.24	0.24	0.02	0.45	0.5
0	yes	yes	0.01	0.02	0.0	0.0	1.0	1.0	0.13	0.08	0.0	0.02	0.51	0.53
12	no	yes	0.32	0.33	-0.21	-0.06	0.25	0.25	0.17	0.15	0.05	0.05	0.81	0.85
25	no	yes	0.02	0.36	-0.06	-0.07	1.0	1.0	0.12	0.03	0.0	0.02	0.6	0.68
0	yes	yes	0.23	0.26	0.0	0.0	1.0	1.0	0.23	0.24	0.0	0.0	0.98	0.99
-25	yes	no	0.49	0.0	-0.12	-0.36	1.0	1.0	0.2	0.46	0.01	0.0	0.98	0.62
25	no	no	0.13	0.01	0.0	0.0	1.0	1.0	0.31	0.06	0.0	0.07	0.99	0.99
25	no	no	0.33	0.21	0.0	0.0	1.0	1.0	-	-	-	-	-	-
0	no	no	0.14	0.12	-0.18	-0.22	1.0	1.0	0.0	0.0	0.0	0.0	0.93	0.93
25	yes	yes	0.27	0.27	0.0	0.0	1.0	1.0	0.09	0.1	0.0	0.0	0.72	0.85
12	no	no	0.48	0.05	-0.0	-0.73	1.0	1.0	0.35	0.01	0.04	0.03	0.52	0.85
-50	yes	no	0.37	0.12	0.0	0.44	1.0	1.0	0.39	0.3	0.0	0.14	0.97	0.97
25	no	yes	0.0	0.29	0.0	0.36	1.0	1.0	0.5	0.36	0.01	0.01	0.72	0.66
13	no	yes	0.0	0.03	-4.28	-0.75	1.0	1.0	0.29	0.26	0.0	0.0	0.84	1.0
0	yes	yes	0.34	0.34	-0.4	-0.4	0.0	0.0	0.33	0.31	0.0	0.0	0.92	0.92
-12	yes	no	0.43	0.38	-0.09	-0.05	0.0	0.0	0.45	0.48	0.0	0.01	0.29	0.5
0	yes	yes	0.31	0.31	-0.18	-0.18	1.0	1.0	0.14	0.13	0.01	0.01	1.0	1.0
0	no	no	0.02	0.02	-0.92	-0.91	1.0	1.0	0.05	0.05	0.0	0.0	0.66	0.67
0	yes	yes	0.24	0.22	-0.01	-0.01	1.0	1.0	0.03	0.03	0.08	0.07	0.84	0.85
0	yes	yes	0.03	0.03	-1.64	-1.61	1.0	1.0	0.33	0.33	0.02	0.02	0.51	0.51
-12	yes	no	0.35	0.45	0.0	-13.14	1.0	1.0	0.03	0.11	0.0	0.01	1.0	1.0
0	yes	yes	0.42	0.41	-0.2	-0.21	1.0	1.0	0.21	0.21	0.02	0.02	1.0	1.0
0	yes	yes	0.32	0.32	0.0	0.0	1.0	1.0	0.03	0.02	0.08	0.06	0.97	0.94
-13	no	no	0.44	0.0	0.36	0.13	1.0	1.0	0.27	0.13	0.01	0.0	1.0	0.0
-12	yes	yes	0.21	0.2	-6.8	-7.09	1.0	1.0	0.03	0.03	0.02	0.04	0.97	1.0
0	yes	yes	0.14	0.14	-0.06	-0.06	1.0	1.0	0.16	0.16	0.01	0.01	0.95	0.95
0	yes	yes	0.49	0.49	-0.45	-0.48	1.0	1.0	0.15	0.15	0.0	0.0	0.97	0.97
0	yes	yes	0.21	0.21	-0.07	-0.07	1.0	1.0	0.04	0.02	0.0	0.0	0.99	0.95
0	yes	yes	0.31	0.24	-1.52	-1.36	1.0	1.0	0.0	0.0	0.0	0.0	0.94	0.94
25	yes	yes	0.36	0.36	-0.19	-0.2	1.0	1.0	0.05	0.02	0.0	0.0	0.79	0.84
0	no	no	0.12	0.1	-0.5	-0.3	1.0	1.0	0.39	0.27	0.03	0.03	0.92	0.91
12	no	yes	0.2	0.2	0.02	0.09	1.0	1.0	0.27	0.13	0.0	0.01	0.52	0.76
12	no	no	0.28	0.04	0.0	0.0	1.0	1.0	0.32	0.15	0.09	0.13	0.4	1.0
0	no	no	0.32	0.27	-0.05	-0.05	1.0	1.0	0.1	0.11	0.06	0.07	0.82	0.86
25	no	no	0.04	0.04	0.0	0.0	0.02	0.06	0.06	0.03	0.01	0.01	0.99	1.0
0	yes	yes	0.2	0.4	-0.24	-0.22	1.0	1.0	0.04	0.05	0.02	0.01	1.0	1.0
0	no	no	0.04	0.04	0.0	0.0	0.02	0.03	0.08	0.08	0.05	0.05	0.97	0.97
38	no	no	0.0	0.2	-0.05	-0.13	1.0	1.0	0.65	0.04	0.0	0.04	0.32	0.97
-50	yes	no	0.44	0.07	-0.64	-0.22	1.0	1.0	0.03	0.31	0.01	0.0	1.0	0.71
0	yes	yes	0.15	0.08	0.24	0.26	1.0	1.0	0.03	0.04	0.0	0.0	1.0	1.0
-37	yes	no	0.4	0.25	0.08	-0.2	1.0	1.0	0.05	0.22	0.03	0.04	1.0	1.0
0	yes	yes	0.45	0.34	-0.14	-0.14	-	-	-	-	-	-	-	-
50	no	yes	0.0	0.2	0.0	-1.69	1.0	1.0	0.57	0.0	0.0	0.06	0.31	0.97
0	yes	yes	0.39	0.39	0.0	0.0	1.0	1.0	0.23	0.21	0.31	0.29	0.97	1.0
0	no	no	0.0	0.05	0.0	-0.65	1.0	1.0	0.58	0.57	0.0	0.0	0.28	0.28
0	no	no	0.05	0.04	0.01	-0.07	1.0	1.0	0.6	0.42	0.0	0.0	0.25	0.45
0	yes	yes	0.38	0.33	0.03	0.01	1.0	1.0	0.04	0.06	0.05	0.06	0.76	0.78
0	yes	yes	0.37	0.42	-0.21	0.0	1.0	1.0	0.13	0.09	0.02	0.01	0.91	0.89
0	no	no	0.31	0.27	-0.01	0.1	1.0	1.0	0.07	0.05	0.0	0.01	0.91	0.92
0	no	no	0.33	0.35	-0.14	-0.16	1.0	1.0	0.01	0.02	0.0	0.0	0.95	0.91
0	no	no	0.07	0.06	-0.99	-0.9	1.0	1.0	0.12	0.03	0.0	0.0	0.86	0.93
25	yes	no	0.09	0.24	-0.38	-0.66	1.0	1.0	0.4	0.05	0.0	0.15	1.0	1.0
25	no	yes	0.04	0.25	-0.56	-0.56	1.0	1.0	0.13	0.05	0.0	0.03	0.65	0.66
50	no	yes	0.0	0.23	0.0	-0.62	0.0	0.01	0.54	0.13	0.0	0.12	0.78	0.9
13	no	no	0.0	0.33	-0.6	-0.74	1.0	1.0	-	-	-	-	-	-
13	no	yes	0.0	0.0	-0.18	-0.27	1.0	1.0	-	-	-	-	-	-
0	no	no	0.15	0.14	0.0	-0.67	1.0	1.0	0.26	0.24	0.03	0.04	0.38	0.39
50	no	yes	0.0	0.42	0.03	-0.1	1.0	1.0	0.42	0.01	0.0	0.03	0.47	1.0
25	yes	yes	0.02	0.09	0.0	0.0	1.0	1.0	0.63	0.08	0.0	0.0	0.91	0.91
0	yes	yes	0.07	0.07	-0.6	-0.59	1.0	1.0	0.13	0.12	0.0	0.0	1.0	0.92
0	no	no	0.0	0.02	0.0	-0.03	1.0	1.0	0.26	0.21	0.06	0.01	0.58	0.67
0	no	no	0.31	0.31	-0.59	-0.6	1.0	1.0	0.05	0.05	0.06	0.1	0.96	0.96
-37	yes	no	0.29	0.22	0.36	0.07	1.0	1.0	0.12	0.51	0.07	0.01	0.9	0.82
-13	yes	no	0.01	0.0	NaN	0.0	1.0	1.0	0.13	0.16	0.01	0.0	0.45	0.45
0	no	no	0.12	0.09	0.05	0.03	0.06	0.13	0.43	0.51	0.03	0.03	0.92	0.96
50	no	yes	0.0	0.22	0.0	0.0	1.0	1.0	0.34	0.02	0.0	0.05	0.63	0.91
50	no	yes	0.0	0.4	0.01	-0.15	1.0	1.0	0.37	0.01	0.01	0.01	0.38	0.9
0	no	no	0.12	0.12	0.0	0.0	1.0	1.0	0.11	0.09	0.01	0.0	0.71	0.56
-50	yes	no	0.35	0.0	-0.04	-0.25	1.0	1.0	0.1	0.84	0.01	0.0	0.86	0.07
0	no	no	0.32	0.29	-0.04	-0.03	1.0	1.0	0.11	0.11	0.03	0.03	0.97	1.0
13	no	no	0.14	0.2	-0.42	-0.73	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.05	0.11	0.0	0.0	1.0	1.0	0.12	0.1	0.0	0.0	0.93	0.95
0	yes	yes	0.48	0.29	-0.02	0.0	1.0	1.0	0.11	0.1	0.01	0.0	0.96	0.96
0	yes	yes	0.29	0.24	-0.47	-0.48	1.0	1.0	0.21	0.22	0.01	0.0	0.92	0.91
0	no	no	0.0	0.0	-0.39	-0.38	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.43	0.43	0.22	0.23	0.25	0.06	0.38	0.4	0.0	0.04	0.98	0.99
38	no	no	0.01	0.22	-1.12	-0.33	1.0	1.0	0.42	0.02	0.01	0.01	0.71	0.83
0	no	no	0.03	0.03	0.0	0.0	1.0	1.0	0.04	0.05	0.21	0.23	0.99	0.98
0	yes	yes	0.44	0.42	0.0	0.0	1.0	0.5	0.25	0.25	0.09	0.09	0.86	1.0
0	yes	yes	0.29	0.29	-0.06	-0.03	1.0	1.0	0.02	0.02	0.0	0.0	1.0	1.0
-13	yes	no	0.06	0.0	-0.19	-0.25	1.0	1.0	0.35	0.57	0.01	0.01	1.0	0.9
0	no	no	0.17	0.12	-0.1	0.16	1.0	1.0	0.51	0.52	0.05	0.06	0.85	0.88
50	no	yes	0.0	0.2	0.13	-0.23	1.0	1.0	0.68	0.0	0.0	0.0	0.32	0.96
12	no	no	0.28	0.0	-2.26	0.18	1.0	1.0	0.02	0.03	0.07	0.0	0.68	0.9
50	no	yes	0.0	0.48	-0.54	0.0	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.23	0.4	0.0	0.0	1.0	1.0	0.11	0.04	0.0	0.01	0.81	0.81
12	no	yes	0.26	0.46	-0.57	-0.61	1.0	1.0	0.17	0.09	0.0	0.0	1.0	0.99
0	no	no	0.21	0.21	-2.74	-3.68	0.0	0.0	0.02	0.02	0.24	0.24	0.91	0.91
0	yes	yes	0.41	0.41	0.0	0.0	1.0	1.0	0.07	0.11	0.04	0.03	0.78	0.79
12	no	yes	0.36	0.4	0.0	-0.25	1.0	1.0	0.02	0.02	0.19	0.0	0.84	0.84
12	yes	yes	0.16	0.45	-1.9	-1.46	1.0	1.0	0.01	0.07	0.01	0.01	0.99	0.89
0	no	no	0.08	0.01	-2.68	0.0	1.0	1.0	0.0	0.1	0.0	0.0	0.98	0.89
50	no	yes	0.0	0.3	-0.01	-0.0	1.0	1.0	0.38	0.12	0.03	0.03	0.78	0.92
0	yes	yes	0.43	0.33	0.0	0.0	1.0	1.0	0.09	0.03	0.01	0.03	0.87	0.87
0	no	no	0.0	0.0	-0.25	-0.25	1.0	1.0	-	-	-	-	-	-
13	no	no	0.0	0.3	-0.09	-0.62	1.0	1.0	0.57	0.51	0.01	0.01	0.25	0.36
0	no	no	0.05	0.04	0.0	-0.03	1.0	1.0	0.53	0.43	0.0	0.0	0.46	0.41
0	no	no	0.25	0.25	0.0	0.0	1.0	1.0	-	-	-	-	-	-
0	no	no	0.14	0.17	0.0	0.0	1.0	1.0	0.03	0.04	0.07	0.06	0.62	0.62
0	no	no	0.21	0.21	-0.26	-0.26	1.0	1.0	0.05	0.05	0.0	0.02	0.97	0.96
0	yes	yes	0.39	0.39	-26.72	-26.72	1.0	1.0	0.08	0.11	0.07	0.06	0.91	0.91
0	yes	yes	0.3	0.35	-0.51	-0.55	1.0	1.0	0.0	0.03	0.01	0.01	0.66	0.61
13	no	no	0.13	0.21	-0.27	-0.21	1.0	1.0	0.05	0.06	0.08	0.01	0.8	1.0
-25	no	no	0.28	0.26	0.0	1.04	1.0	1.0	0.5	0.5	0.0	0.0	1.0	1.0
12	no	yes	0.31	0.45	0.0	0.0	1.0	1.0	0.18	0.1	0.06	0.1	0.95	0.95
25	no	no	0.0	0.17	0.63	0.0	1.0	1.0	0.44	0.23	0.06	0.06	0.33	0.8
0	no	no	0.18	0.18	-1.5	-1.5	1.0	1.0	0.24	0.24	0.04	0.03	1.0	1.0
0	yes	yes	0.1	0.11	0.0	0.0	1.0	1.0	0.76	0.76	0.0	0.0	0.87	0.87
12	no	yes	0.38	0.5	-0.06	-0.47	1.0	1.0	-	-	-	-	-	-
25	no	yes	0.01	0.34	-1.43	-0.53	1.0	1.0	0.11	0.04	0.02	0.03	0.97	0.93
-25	yes	no	0.42	0.16	-0.01	-0.02	1.0	1.0	0.03	0.03	0.0	0.03	0.55	0.55
-12	yes	no	0.34	0.21	-0.44	-0.36	1.0	1.0	0.04	0.09	0.01	0.0	0.93	0.93
-13	yes	no	0.09	0.0	-1.13	-0.01	0.5	1.0	-	-	-	-	-	-
0	no	no	0.21	0.21	0.3	-0.17	1.0	1.0	0.18	0.07	0.0	0.0	0.92	0.92
0	yes	yes	0.23	0.23	-0.81	-0.81	1.0	1.0	0.04	0.03	0.04	0.05	0.67	0.67
-12	yes	no	0.5	0.5	1.05	0.0	1.0	1.0	-	-	-	-	-	-
13	yes	no	0.48	0.33	0.0	0.0	1.0	1.0	0.34	0.08	0.03	0.03	0.94	0.94
12	no	no	0.22	0.1	0.0	-0.26	1.0	1.0	-	-	-	-	-	-
-12	no	no	0.16	0.31	-0.05	0.53	1.0	1.0	0.22	0.03	0.01	0.25	1.0	1.0
50	no	no	0.02	0.02	0.44	0.0	1.0	1.0	0.1	0.09	0.21	0.19	0.88	0.86
-13	yes	yes	0.14	0.12	0.12	0.0	-	-	-	-	-	-	-	-
0	yes	yes	0.01	0.02	0.01	-0.05	1.0	1.0	0.39	0.44	0.0	0.02	0.67	0.67
0	yes	yes	0.47	0.34	0.0	0.0	1.0	1.0	0.15	0.16	0.06	0.05	0.94	0.93
0	yes	no	0.06	0.22	-0.18	-0.04	1.0	1.0	0.34	0.24	0.0	0.0	0.96	0.96
12	no	no	0.2	0.1	0.04	0.06	0.5	1.0	0.05	0.05	0.0	0.0	0.0	1.0
0	no	no	0.14	0.17	-0.15	-0.12	1.0	0.5	0.24	0.25	0.02	0.04	0.96	1.0
37	no	yes	0.31	0.45	-0.4	-0.84	1.0	1.0	0.43	0.06	0.0	0.04	0.87	0.99
0	yes	yes	0.25	0.26	-0.51	-0.56	1.0	1.0	0.11	0.09	0.07	0.06	1.0	0.9
0	no	no	0.13	0.13	-3.92	0.0	0.13	0.25	0.03	0.0	0.01	0.01	0.99	1.0
-12	yes	no	0.22	0.39	0.07	0.2	0.0	0.0	0.34	0.05	0.04	0.36	0.67	0.69
13	no	no	0.06	0.29	-0.29	-0.19	1.0	1.0	-	-	-	-	-	-
25	yes	yes	0.23	0.41	0.0	-0.35	1.0	1.0	0.08	0.01	0.0	0.0	0.75	1.0
0	yes	yes	0.43	0.43	-0.69	-0.95	1.0	1.0	0.04	0.03	0.0	0.01	0.96	0.98
-13	no	no	0.25	0.18	-0.26	-0.23	1.0	1.0	0.01	0.02	0.09	0.12	1.0	1.0
-25	yes	no	0.5	0.12	-0.04	0.0	1.0	1.0	0.28	0.51	0.01	0.0	0.98	0.69
0	no	no	0.24	0.24	0.0	0.0	1.0	1.0	0.03	0.03	0.09	0.09	0.81	0.81
0	no	no	0.01	0.08	-0.54	-0.21	1.0	1.0	0.1	0.07	0.0	0.0	0.86	0.92
0	no	no	0.14	0.14	-0.16	0.0	1.0	1.0	-	-	-	-	-	-
12	yes	yes	0.14	0.42	0.0	0.0	1.0	1.0	0.03	0.03	0.03	0.04	0.71	0.71
38	no	no	0.0	0.3	-0.52	0.0	1.0	1.0	0.65	0.15	0.0	0.15	0.6	0.99
0	yes	yes	0.33	0.33	-0.16	-0.16	1.0	1.0	0.0	0.0	0.0	0.0	0.91	0.85
0	no	no	0.02	0.03	0.0	0.0	1.0	1.0	0.51	0.49	0.06	0.04	0.66	0.71
50	no	yes	0.08	0.25	0.0	0.0	1.0	1.0	0.4	0.06	0.0	0.0	0.6	0.93
13	no	yes	0.08	0.04	-0.17	0.0	0.13	1.0	0.39	0.76	0.01	0.0	0.95	0.04
-50	yes	no	0.31	0.15	0.0	0.01	1.0	1.0	0.17	0.05	0.03	0.31	0.89	0.9
38	no	no	0.04	0.26	-0.16	0.0	1.0	1.0	0.26	0.13	0.0	0.0	0.81	0.97
0	no	no	0.0	0.0	-0.1	-0.09	1.0	1.0	0.19	0.19	0.05	0.05	0.0	0.0
12	yes	yes	0.13	0.26	-0.25	-0.2	1.0	1.0	0.03	0.02	0.0	0.0	0.96	0.96
50	no	yes	0.02	0.42	-0.06	-0.2	1.0	1.0	0.49	0.08	0.0	0.0	0.36	0.97
0	yes	yes	0.31	0.44	0.0	-0.49	1.0	1.0	0.1	0.04	0.01	0.06	0.89	0.94
0	no	no	0.05	0.0	-0.98	-0.76	1.0	1.0	0.6	0.59	0.0	0.01	0.37	0.42
0	yes	yes	0.24	0.26	0.0	0.0	1.0	1.0	0.5	0.5	0.05	0.03	0.95	0.96
0	yes	yes	0.46	0.34	0.0	0.0	1.0	1.0	0.07	0.08	0.08	0.03	1.0	0.85
0	yes	yes	0.4	0.4	-1.17	-1.27	1.0	1.0	0.05	0.01	0.04	0.03	0.87	0.9
0	no	no	0.09	0.13	0.0	0.0	1.0	1.0	0.02	0.01	0.54	0.23	0.71	1.0
0	yes	yes	0.41	0.44	-1.72	-1.58	1.0	1.0	0.21	0.22	0.04	0.04	0.95	0.96
-25	yes	yes	0.47	0.47	0.05	0.05	1.0	1.0	0.05	0.06	0.1	0.1	1.0	0.67
0	yes	yes	0.29	0.47	0.74	0.57	1.0	1.0	0.25	0.26	0.19	0.16	1.0	1.0
0	no	no	0.03	0.09	0.0	0.0	1.0	1.0	0.42	0.32	0.0	0.03	0.97	0.97
50	no	yes	0.0	0.47	0.0	-0.8	1.0	1.0	0.44	0.03	0.0	0.0	0.52	0.99
0	no	no	0.16	0.16	-0.27	-0.26	0.06	0.06	0.11	0.12	0.02	0.03	0.96	0.96
0	no	no	0.37	0.38	-0.09	-0.04	0.13	0.13	0.13	0.13	0.01	0.01	0.83	0.83
0	no	no	0.0	0.14	-0.02	-0.03	1.0	1.0	-	-	-	-	-	-
38	no	yes	0.0	0.19	0.0	-0.02	1.0	1.0	0.0	0.0	0.44	0.0	1.0	1.0
50	no	yes	0.0	0.29	-1.76	-1.29	1.0	1.0	0.18	0.08	0.0	0.0	0.33	1.0
-12	yes	yes	0.4	0.15	-0.61	-0.64	1.0	1.0	0.08	0.01	0.01	0.06	1.0	1.0
0	yes	yes	0.05	0.04	-0.29	-0.3	1.0	1.0	0.46	0.43	0.0	0.0	0.5	0.0
0	no	no	0.13	0.0	-0.38	-0.38	1.0	1.0	0.23	0.31	0.0	0.0	1.0	1.0
-12	yes	yes	0.29	0.14	-1.01	-0.66	1.0	1.0	0.06	0.04	0.03	0.04	0.87	0.89
25	no	no	0.0	0.0	-0.44	-1.25	1.0	1.0	0.31	0.0	0.0	0.02	0.87	0.97
0	no	no	0.42	0.3	0.25	0.34	1.0	1.0	0.21	0.21	0.02	0.02	1.0	1.0
0	yes	yes	0.34	0.34	-0.51	-0.51	1.0	1.0	0.06	0.06	0.01	0.01	0.93	0.93
-25	yes	yes	0.44	0.44	0.37	0.46	1.0	1.0	-	-	-	-	-	-
0	no	yes	0.0	0.5	0.29	0.0	1.0	1.0	0.2	0.08	0.03	0.3	0.87	0.88
38	no	no	0.07	0.27	0.0	-0.36	1.0	1.0	0.44	0.18	0.0	0.0	0.59	0.8
0	no	no	0.17	0.1	-0.19	0.0	1.0	1.0	0.05	0.05	0.03	0.03	0.8	0.81
0	yes	yes	0.42	0.49	-0.73	-0.76	1.0	1.0	0.32	0.29	0.0	0.0	0.81	0.82
-25	no	yes	0.42	0.17	-0.19	-0.34	1.0	1.0	-	-	-	-	-	-
0	no	no	0.18	0.01	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.04	0.95	0.95
0	no	no	0.0	0.0	-0.34	-0.35	1.0	1.0	0.2	0.19	0.01	0.01	0.43	0.43
0	no	no	0.15	0.15	0.0	0.0	1.0	1.0	0.51	0.49	0.0	0.0	0.75	0.79
0	yes	yes	0.29	0.31	0.0	-0.06	1.0	0.5	0.31	0.32	0.04	0.05	1.0	1.0
0	no	no	0.13	0.02	0.0	0.0	1.0	1.0	0.02	0.05	0.04	0.0	0.95	0.9
0	yes	yes	0.01	0.01	-0.05	-0.31	1.0	1.0	0.19	0.32	0.0	0.0	0.67	0.61
12	yes	yes	0.08	0.24	-3.29	-2.55	1.0	1.0	0.02	0.0	0.01	0.01	0.96	1.0
-25	no	no	0.19	0.0	-1.28	-0.02	1.0	1.0	0.06	0.6	0.0	0.01	0.88	0.22
-50	yes	no	0.39	0.0	-0.18	-0.25	1.0	1.0	-	-	-	-	-	-
0	no	no	0.04	0.05	-0.16	0.17	1.0	1.0	0.17	0.13	0.02	0.0	0.85	0.82
0	yes	yes	0.43	0.39	-0.19	-0.19	1.0	1.0	0.03	0.02	0.0	0.03	0.93	0.92
37	yes	yes	0.13	0.21	-0.19	0.21	1.0	0.5	0.07	0.07	0.0	0.01	0.71	1.0
0	no	no	0.14	0.14	-0.04	-0.04	0.25	0.25	0.08	0.04	0.01	0.02	0.94	0.8
25	no	no	0.0	0.04	-0.22	0.0	1.0	1.0	0.24	0.1	0.02	0.0	0.8	0.86
12	yes	yes	0.17	0.21	-0.09	-0.1	1.0	1.0	0.08	0.05	0.01	0.03	0.93	0.93
25	yes	yes	0.39	0.35	-0.9	-0.33	1.0	1.0	0.18	0.16	0.01	0.02	0.78	0.82
13	no	yes	0.0	0.08	-0.24	-0.21	1.0	1.0	0.28	0.3	0.0	0.0	1.0	1.0
-50	yes	no	0.22	0.08	0.0	-0.03	1.0	1.0	0.13	0.31	0.02	0.0	0.84	0.78
50	no	yes	0.02	0.38	0.0	0.13	1.0	1.0	0.45	0.0	0.01	0.02	0.53	0.93
38	no	yes	0.15	0.16	-0.15	-0.06	1.0	1.0	0.28	0.08	0.01	0.01	0.9	0.96
25	no	no	0.0	0.06	0.0	-0.12	1.0	1.0	0.42	0.08	0.0	0.0	0.76	0.89
0	yes	yes	0.26	0.26	0.0	0.0	1.0	1.0	0.22	0.22	0.01	0.01	0.69	0.73
0	no	no	0.31	0.32	-0.13	0.0	1.0	1.0	0.0	0.0	0.05	0.05	1.0	1.0
-25	no	no	0.08	0.1	0.07	0.95	1.0	1.0	0.43	0.29	0.14	0.3	0.48	0.56
0	no	no	0.0	0.0	-0.1	-0.18	1.0	1.0	0.38	0.38	0.02	0.02	0.8	0.78
0	no	no	0.02	0.01	-0.94	-0.04	1.0	1.0	0.36	0.67	0.02	0.0	0.47	0.31
12	no	yes	0.24	0.47	0.0	0.0	1.0	1.0	0.03	0.18	0.0	0.0	1.0	1.0
38	no	yes	0.01	0.09	0.0	0.0	1.0	1.0	0.52	0.06	0.0	0.0	0.91	1.0
12	yes	yes	0.14	0.47	-1.11	-0.09	1.0	1.0	0.06	0.02	0.02	0.01	0.94	0.94
0	no	no	0.06	0.03	0.0	0.0	1.0	1.0	0.07	0.06	0.01	0.02	1.0	1.0
0	no	no	0.0	0.0	-0.38	-0.69	1.0	1.0	-	-	-	-	-	-
12	yes	yes	0.2	0.33	0.0	-3.22	1.0	1.0	0.01	0.06	0.0	0.0	0.98	0.95
0	no	no	0.0	0.15	0.0	-0.21	1.0	1.0	0.62	0.42	0.0	0.0	0.51	0.81
0	no	no	0.0	0.0	-3.06	-25.84	1.0	0.13	0.35	0.45	0.0	0.0	0.73	0.62
-25	yes	yes	0.28	0.35	0.0	0.0	1.0	1.0	0.01	0.08	0.01	0.0	1.0	0.68
0	yes	yes	0.01	0.01	0.09	0.1	1.0	1.0	0.57	0.58	0.0	0.01	0.79	0.78
13	yes	no	0.45	0.4	-0.54	-0.49	1.0	1.0	0.32	0.19	0.02	0.02	1.0	1.0
37	yes	yes	0.03	0.43	0.23	-0.05	1.0	1.0	0.37	0.02	0.0	0.0	0.69	0.89
0	no	no	0.16	0.14	0.0	0.0	0.5	0.5	0.19	0.07	0.0	0.0	0.91	0.98
-25	yes	no	0.39	0.09	0.63	0.41	1.0	1.0	0.04	0.15	0.02	0.0	1.0	1.0
0	no	no	0.0	0.0	-0.12	-0.14	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.14	0.01	0.0	0.0	0.25	0.5	0.22	0.42	0.06	0.01	0.87	0.79
25	no	no	0.01	0.13	0.0	0.0	1.0	0.5	0.54	0.17	0.0	0.19	0.35	1.0
0	yes	yes	0.5	0.5	-0.01	-0.01	0.06	0.06	0.09	0.09	0.01	0.01	0.66	0.66
-25	yes	no	0.2	0.19	0.0	0.0	1.0	1.0	0.16	0.1	0.0	0.05	0.83	0.84
0	yes	yes	0.48	0.47	0.0	0.0	0.0	0.02	0.41	0.44	0.04	0.03	0.92	1.0
25	no	no	0.07	0.05	0.41	-0.27	1.0	1.0	0.22	0.23	0.0	0.0	0.81	0.85
25	no	yes	0.01	0.45	0.0	-0.22	1.0	1.0	0.13	0.02	0.0	0.0	0.83	0.91
0	no	no	0.25	0.25	-0.22	-0.24	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.39	0.36	0.0	0.0	1.0	1.0	0.11	0.11	0.0	0.0	0.94	0.94
0	no	no	0.17	0.11	-1.19	-1.29	1.0	1.0	0.46	0.51	0.0	0.0	0.32	0.31
0	yes	yes	0.38	0.38	-0.38	-0.38	1.0	1.0	-	-	-	-	-	-
13	no	no	0.13	0.26	-0.67	0.0	1.0	1.0	-	-	-	-	-	-
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
0	no	no	0.01	0.01	0.0	0.0	0.25	0.5	0.19	0.18	0.0	0.0	0.0	0.19
0	yes	yes	0.47	0.44	0.0	0.0	1.0	1.0	0.06	0.06	0.32	0.32	0.56	0.56
0	no	no	0.07	0.06	-0.01	-0.01	1.0	1.0	0.21	0.21	0.06	0.05	0.67	0.68
0	yes	yes	0.39	0.33	-1.23	-0.91	1.0	1.0	0.0	0.0	0.0	0.0	0.76	0.77
0	no	no	0.18	0.18	-0.44	-0.37	1.0	1.0	0.28	0.3	0.0	0.0	0.86	0.86
0	no	no	0.0	0.08	0.0	-3.56	1.0	1.0	-	-	-	-	-	-
0	no	no	0.43	0.33	0.69	0.96	1.0	1.0	-	-	-	-	-	-
0	yes	yes	0.25	0.32	0.3	0.17	1.0	1.0	0.31	0.05	0.0	0.01	0.46	0.7
38	no	yes	0.0	0.07	-2.27	-0.25	1.0	1.0	0.37	0.0	0.0	0.0	0.7	0.99
50	no	yes	0.0	0.26	0.0	-0.16	1.0	0.5	0.6	0.12	0.01	0.01	0.06	0.97
-25	yes	yes	0.25	0.24	0.02	0.02	1.0	1.0	0.04	0.03	0.1	0.09	0.81	0.8
0	no	no	0.0	0.06	-0.02	-0.44	1.0	1.0	0.16	0.17	0.0	0.0	0.24	0.19
0	yes	yes	0.49	0.45	0.03	0.02	1.0	1.0	0.03	0.03	0.01	0.02	0.94	0.9
