Score_Difference	Len_cluster_v1	Len_cluster_v2	Len_rank_v1	Len_rank_v2	Dup_v1	Dup_v2	Merge_v1	Merge_v2	MA_gaps_v1	MA_gaps_v2	MA_extra_v1	MA_extra_v2	MA_conserv_v1	MA_conserv_v2
12	no	yes	0.4	0.37	0.0	-0.05	1.0	1.0	0.0	0.0	0.02	0.02	1.0	0.96
-37	yes	yes	0.37	0.1	0.0	0.0	1.0	1.0	0.02	0.02	0.03	0.0	1.0	0.71
-25	no	no	0.03	0.01	-0.04	0.33	1.0	1.0	0.15	0.43	0.01	0.01	1.0	1.0
13	no	no	0.03	0.49	0.0	0.0	1.0	1.0	0.01	0.16	0.0	0.02	0.86	1.0
0	no	no	0.02	0.02	2.15	0.0	1.0	1.0	0.72	0.79	0.0	0.0	1.0	1.0
0	no	no	0.24	0.25	0.0	0.0	1.0	1.0	0.15	0.14	0.0	0.0	1.0	1.0
-25	yes	yes	0.28	0.27	0.0	0.0	1.0	1.0	0.05	0.06	0.0	0.0	1.0	0.79
50	no	yes	0.0	0.48	0.0	-0.01	1.0	1.0	0.54	0.0	0.0	0.0	0.36	0.95
0	yes	yes	0.18	0.2	-3.8	-2.65	1.0	1.0	0.02	0.12	0.04	0.03	1.0	1.0
-37	yes	no	0.47	0.45	0.0	0.0	1.0	1.0	0.07	0.07	0.02	0.33	1.0	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.4	0.54	0.02	0.0	0.97	0.87
0	no	no	0.0	0.01	0.0	0.0	1.0	1.0	0.94	0.36	0.0	0.0	0.17	0.91
25	no	no	0.07	0.1	0.0	0.0	1.0	1.0	0.72	0.04	0.0	0.01	1.0	0.97
0	yes	yes	0.39	0.34	-0.02	0.05	1.0	1.0	0.08	0.03	0.0	0.0	0.95	1.0
38	no	yes	0.01	0.11	0.0	0.0	1.0	1.0	0.49	0.01	0.01	0.0	1.0	1.0
-12	yes	no	0.21	0.21	-0.29	-0.3	0.06	0.06	0.16	0.02	0.01	0.05	1.0	1.0
25	no	no	0.01	0.15	0.0	0.0	1.0	1.0	0.52	0.03	0.0	0.0	0.68	0.94
38	no	yes	0.04	0.13	-0.51	0.01	1.0	1.0	0.56	0.09	0.04	0.01	1.0	1.0
13	no	no	0.04	0.21	0.0	0.0	1.0	1.0	0.12	0.01	0.0	0.01	0.91	0.88
-38	yes	no	0.13	0.02	0.0	0.0	1.0	1.0	0.01	0.57	0.01	0.02	1.0	0.25
-25	no	no	0.18	0.0	0.16	0.0	1.0	1.0	0.01	0.23	0.05	0.06	1.0	1.0
38	no	no	0.0	0.31	-1.6	0.05	1.0	1.0	0.39	0.05	0.0	0.04	0.36	1.0
-13	no	yes	0.45	0.23	-0.76	-0.28	1.0	1.0	0.11	0.08	0.0	0.37	0.94	1.0
0	yes	yes	0.41	0.42	0.0	0.0	1.0	1.0	0.01	0.03	0.0	0.0	1.0	0.97
0	no	no	0.04	0.02	0.0	0.0	1.0	1.0	0.0	0.0	0.04	0.07	0.96	0.94
0	no	no	0.0	0.0	0.33	0.37	1.0	1.0	0.47	0.32	0.0	0.0	0.64	0.76
-13	yes	no	0.03	0.2	0.13	0.01	1.0	1.0	0.21	0.7	0.0	0.01	1.0	1.0
0	no	no	0.05	0.15	-1.24	-0.61	1.0	1.0	0.4	0.24	0.0	0.0	0.52	0.72
25	yes	no	0.13	0.36	-0.16	-0.11	1.0	1.0	0.37	0.01	0.01	0.02	0.99	0.94
50	no	yes	0.02	0.26	0.0	0.0	1.0	1.0	0.22	0.0	0.0	0.0	0.86	0.98
12	yes	yes	0.17	0.21	-0.01	-0.01	1.0	1.0	0.07	0.07	0.0	0.04	1.0	1.0
12	no	yes	0.35	0.44	-0.0	0.0	1.0	1.0	0.02	0.01	0.0	0.0	1.0	1.0
-25	yes	no	0.22	0.14	0.0	0.0	1.0	1.0	0.01	0.01	0.09	0.0	1.0	1.0
-50	yes	no	0.43	0.01	0.08	0.0	1.0	1.0	0.02	0.2	0.0	0.0	1.0	0.85
0	no	no	0.28	0.3	-0.09	-0.06	1.0	1.0	0.09	0.03	0.04	0.05	1.0	1.0
0	no	no	0.0	0.01	NaN	5.05	1.0	1.0	0.42	0.49	0.0	0.0	0.86	0.7
0	no	no	0.04	0.02	0.0	0.03	1.0	1.0	0.31	0.38	0.02	0.0	0.62	0.56
0	yes	yes	0.07	0.13	0.01	0.0	1.0	1.0	0.01	0.05	0.01	0.01	1.0	0.99
12	no	yes	0.28	0.47	0.0	0.0	1.0	1.0	0.16	0.02	0.0	0.01	1.0	1.0
-12	yes	yes	0.46	0.18	0.0	0.0	1.0	1.0	0.02	0.0	0.0	0.0	0.98	0.86
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.74	0.39	0.0	0.0	0.16	1.0
25	no	no	0.12	0.16	0.0	-0.01	1.0	1.0	0.41	0.19	0.0	0.01	0.71	1.0
-25	yes	yes	0.41	0.49	0.2	0.04	1.0	1.0	0.12	0.31	0.0	0.1	1.0	1.0
38	no	yes	0.01	0.18	0.0	0.0	1.0	1.0	0.43	0.0	0.01	0.01	0.36	1.0
50	no	yes	0.04	0.48	0.0	-0.12	1.0	1.0	0.62	0.05	0.03	0.0	0.82	0.9
0	no	yes	0.15	0.47	-0.06	-0.1	1.0	1.0	0.11	0.28	0.01	0.0	0.92	0.93
50	no	yes	0.01	0.46	0.0	0.0	1.0	1.0	0.71	0.06	0.0	0.0	0.36	1.0
0	no	no	0.02	0.05	0.0	0.0	1.0	1.0	0.58	0.56	0.01	0.01	1.0	0.99
25	no	yes	0.06	0.27	-0.01	0.0	1.0	1.0	0.54	0.4	0.01	0.0	0.57	1.0
0	yes	yes	0.5	0.24	0.0	0.0	1.0	1.0	0.01	0.04	0.0	0.0	1.0	0.99
0	no	no	0.25	0.25	-0.01	-0.01	1.0	1.0	0.01	0.06	0.01	0.02	1.0	1.0
-25	no	no	0.18	0.12	0.0	0.0	1.0	1.0	0.06	0.04	0.0	0.0	1.0	0.68
0	no	no	0.01	0.0	0.06	0.17	1.0	1.0	0.27	0.29	0.0	0.0	1.0	1.0
-25	yes	yes	0.36	0.27	-0.03	-0.03	1.0	1.0	0.0	0.38	0.01	0.04	0.99	1.0
-50	yes	no	0.46	0.09	0.0	0.0	1.0	1.0	0.03	0.28	0.0	0.04	1.0	0.99
0	yes	yes	0.47	0.48	0.0	0.0	1.0	1.0	0.02	0.09	0.01	0.08	1.0	0.89
0	no	no	0.02	0.01	0.0	0.0	1.0	1.0	0.36	0.39	0.01	0.01	0.99	0.8
0	no	no	0.05	0.04	0.0	0.0	1.0	1.0	0.02	0.02	0.02	0.04	0.97	1.0
-12	yes	no	0.42	0.46	0.02	0.0	1.0	1.0	0.0	0.03	0.01	0.0	1.0	0.96
-12	no	no	0.01	0.2	0.0	0.0	1.0	1.0	0.04	0.27	0.0	0.05	1.0	0.99
37	yes	yes	0.03	0.45	0.0	0.0	1.0	1.0	0.26	0.11	0.0	0.02	0.97	1.0
25	no	yes	0.0	0.4	1.6	-0.19	1.0	1.0	0.19	0.11	0.0	0.04	0.95	0.99
0	yes	no	0.4	0.03	-0.07	-0.1	1.0	1.0	0.29	0.05	0.0	0.01	1.0	0.98
-37	yes	yes	0.29	0.05	0.0	0.0	1.0	1.0	0.03	0.81	0.0	0.01	1.0	0.69
-25	yes	yes	0.37	0.44	-0.05	-0.07	1.0	1.0	0.05	0.4	0.0	0.0	0.93	0.86
0	no	no	0.27	0.28	0.0	0.0	1.0	1.0	0.08	0.11	0.04	0.06	1.0	0.89
-25	yes	yes	0.37	0.48	-0.52	0.0	1.0	1.0	0.14	0.47	0.0	0.06	0.97	0.94
0	yes	yes	0.26	0.48	0.0	0.0	1.0	1.0	0.01	0.12	0.0	0.02	0.93	1.0
0	no	no	0.12	0.13	0.0	0.0	1.0	1.0	0.09	0.09	0.0	0.01	0.98	0.95
25	yes	yes	0.24	0.23	0.0	-0.05	1.0	1.0	0.22	0.0	0.0	0.0	1.0	1.0
-25	no	no	0.02	0.0	0.0	0.0	1.0	1.0	0.11	0.65	0.0	0.02	0.96	0.56
13	no	no	0.01	0.24	0.0	-0.06	1.0	1.0	0.19	0.03	0.0	0.0	1.0	0.89
0	no	no	0.07	0.06	0.0	0.0	1.0	1.0	0.2	0.21	0.0	0.0	0.75	1.0
37	no	yes	0.28	0.27	-0.19	0.0	1.0	1.0	0.28	0.0	0.01	0.02	0.54	0.96
-12	yes	no	0.21	0.21	0.0	0.0	1.0	1.0	0.0	0.05	0.0	0.0	1.0	0.94
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.33	0.56	0.0	0.0	0.6	0.34
0	no	no	0.01	0.01	-0.23	-0.18	1.0	1.0	0.44	0.46	0.0	0.01	0.96	1.0
-13	no	no	0.25	0.08	0.0	0.0	1.0	1.0	0.13	0.15	0.0	0.02	0.94	0.99
0	no	no	0.09	0.06	0.0	0.0	0.06	0.25	0.76	0.67	0.01	0.0	0.0	0.29
0	yes	no	0.45	0.02	-0.43	0.15	1.0	0.5	0.26	0.01	0.02	0.03	0.92	0.85
-13	no	yes	0.31	0.26	-0.03	-0.01	1.0	1.0	0.04	0.04	0.02	0.02	0.93	0.77
0	no	no	0.42	0.39	-2.8	-2.84	1.0	1.0	0.02	0.2	0.0	0.06	1.0	0.88
0	no	no	0.38	0.4	-0.01	-0.01	1.0	1.0	0.08	0.08	0.01	0.0	1.0	1.0
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.34	0.33	0.0	0.0	0.99	1.0
50	no	yes	0.03	0.46	0.0	0.05	1.0	1.0	0.44	0.07	0.0	0.03	1.0	0.97
0	yes	no	0.3	0.05	0.0	0.0	1.0	1.0	0.2	0.08	0.04	0.14	0.98	1.0
38	no	no	0.01	0.21	0.0	0.0	1.0	1.0	0.22	0.03	0.0	0.01	0.8	0.99
0	no	no	0.04	0.03	0.21	0.39	1.0	1.0	0.25	0.22	0.0	0.0	0.88	0.89
13	no	no	0.07	0.39	0.0	-0.01	1.0	1.0	0.17	0.01	0.0	0.01	0.96	0.94
13	no	yes	0.13	0.02	0.0	0.0	1.0	1.0	0.03	0.18	0.0	0.0	1.0	1.0
-50	yes	no	0.37	0.0	0.0	0.0	1.0	1.0	0.15	0.35	0.0	0.03	1.0	0.0
13	no	yes	0.05	0.13	0.0	-0.13	1.0	1.0	0.12	0.02	0.0	0.01	0.94	0.91
0	yes	yes	0.41	0.45	0.0	0.0	1.0	1.0	0.03	0.07	0.0	0.0	1.0	0.9
0	yes	yes	0.4	0.36	0.0	0.0	1.0	1.0	0.04	0.11	0.02	0.01	0.99	1.0
0	yes	yes	0.02	0.01	0.0	-0.01	0.13	0.13	0.35	0.52	0.0	0.02	0.83	0.81
13	no	yes	0.01	0.03	0.0	0.0	1.0	1.0	0.33	0.28	0.09	0.3	0.68	0.6
0	yes	yes	0.05	0.06	0.14	0.11	1.0	1.0	0.01	0.04	0.04	0.06	1.0	1.0
-25	no	no	0.45	0.47	-2.99	-3.19	1.0	1.0	0.03	0.24	0.0	0.16	0.96	1.0
13	no	no	0.0	0.22	0.0	0.0	1.0	1.0	0.49	0.27	0.0	0.02	0.81	0.64
-13	yes	no	0.16	0.13	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.01	1.0	0.95
-50	yes	no	0.42	0.09	-0.25	-0.32	1.0	1.0	0.02	0.29	0.0	0.02	1.0	1.0
0	no	no	0.01	0.02	0.0	0.0	0.06	0.5	0.52	0.5	0.0	0.0	0.69	0.5
-13	no	no	0.24	0.15	0.0	0.0	1.0	1.0	0.09	0.09	0.03	0.03	0.98	1.0
13	no	yes	0.08	0.04	0.01	0.04	1.0	1.0	0.04	0.04	0.07	0.01	1.0	1.0
25	no	yes	0.02	0.38	0.0	0.0	1.0	1.0	0.0	0.0	0.11	0.0	1.0	0.99
0	yes	no	0.04	0.46	0.0	0.0	1.0	1.0	0.04	0.0	0.01	0.02	0.88	1.0
50	no	yes	0.04	0.44	0.0	0.0	1.0	1.0	0.63	0.06	0.0	0.0	0.89	1.0
50	no	yes	0.02	0.44	0.02	0.01	1.0	1.0	0.32	0.02	0.0	0.0	0.77	1.0
50	no	yes	0.0	0.38	0.0	-0.04	1.0	1.0	0.36	0.0	0.0	0.0	0.77	1.0
0	yes	yes	0.39	0.47	0.0	-0.01	1.0	1.0	0.05	0.01	0.0	0.0	1.0	1.0
0	no	no	0.02	0.02	0.0	0.0	1.0	1.0	0.43	0.36	0.0	0.0	0.99	0.98
-13	no	no	0.28	0.02	-0.58	0.0	1.0	1.0	0.46	0.84	0.02	0.0	0.7	0.15
0	yes	yes	0.45	0.44	-0.02	-0.02	1.0	1.0	0.01	0.0	0.0	0.0	0.99	0.99
0	no	yes	0.25	0.19	0.0	0.0	1.0	1.0	0.04	0.04	0.04	0.03	0.85	1.0
38	no	no	0.13	0.33	0.0	0.0	1.0	1.0	0.07	0.03	0.01	0.01	0.78	1.0
0	no	no	0.19	0.12	0.0	0.0	1.0	1.0	0.18	0.06	0.09	0.08	1.0	0.8
-13	no	yes	0.43	0.47	0.0	0.0	1.0	1.0	0.15	0.2	0.05	0.11	1.0	1.0
25	no	yes	0.15	0.38	-0.12	-0.12	1.0	1.0	0.11	0.0	0.02	0.0	1.0	0.93
-13	no	no	0.39	0.17	0.05	0.0	1.0	1.0	0.13	0.15	0.0	0.0	1.0	1.0
-38	yes	no	0.16	0.1	0.0	0.0	1.0	1.0	0.01	0.17	0.05	0.01	0.82	0.78
-13	no	no	0.25	0.18	0.0	0.0	1.0	1.0	0.05	0.06	0.01	0.01	0.95	0.95
0	no	no	0.07	0.05	0.0	0.0	1.0	1.0	0.05	0.13	0.01	0.0	1.0	1.0
-25	yes	no	0.27	0.17	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.03	1.0	1.0
-37	yes	no	0.4	0.25	0.0	-0.02	0.25	1.0	0.18	0.28	0.0	0.0	0.85	1.0
0	yes	yes	0.5	0.46	-1.36	-1.55	1.0	1.0	0.0	0.02	0.01	0.01	1.0	1.0
0	no	no	0.1	0.05	0.0	0.0	1.0	1.0	0.47	0.43	0.0	0.0	0.67	1.0
-25	yes	yes	0.42	0.32	-0.4	-0.38	1.0	1.0	0.01	0.0	0.0	0.87	1.0	1.0
12	yes	yes	0.08	0.4	-0.13	-0.33	1.0	1.0	0.04	0.03	0.01	0.02	0.89	0.83
-25	no	no	0.0	0.07	0.0	0.73	1.0	1.0	0.78	0.31	0.0	0.05	0.25	0.69
0	yes	yes	0.03	0.03	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
37	yes	yes	0.11	0.47	0.0	0.0	1.0	1.0	0.21	0.0	0.0	0.0	0.89	1.0
50	no	yes	0.0	0.47	0.0	0.0	1.0	1.0	0.34	0.15	0.0	0.0	0.71	0.95
-25	no	no	0.02	0.02	0.0	0.07	1.0	1.0	0.2	0.21	0.0	0.0	1.0	0.96
25	no	no	0.03	0.01	0.0	0.0	1.0	1.0	0.26	0.01	0.0	0.18	0.95	0.98
25	no	yes	0.03	0.48	0.0	0.0	1.0	1.0	0.11	0.0	0.0	0.0	0.93	1.0
-25	yes	yes	0.41	0.3	-0.87	-0.0	1.0	1.0	0.13	0.01	0.02	0.66	0.91	1.0
12	yes	yes	0.14	0.49	0.06	0.0	1.0	1.0	0.05	0.01	0.0	0.0	0.99	0.96
-25	no	no	0.15	0.15	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.71	0.91	1.0
0	yes	no	0.17	0.42	0.0	0.0	1.0	1.0	0.07	0.04	0.0	0.02	1.0	1.0
50	no	yes	0.0	0.47	0.0	0.0	1.0	1.0	0.21	0.03	0.0	0.05	0.84	1.0
-12	no	yes	0.05	0.11	0.01	0.0	1.0	1.0	0.2	0.37	0.0	0.0	1.0	1.0
38	no	no	0.04	0.22	0.0	0.0	1.0	1.0	0.43	0.1	0.0	0.0	1.0	1.0
13	no	no	0.06	0.22	0.0	0.0	1.0	1.0	0.14	0.01	0.0	0.0	1.0	1.0
-25	yes	yes	0.24	0.25	0.0	0.0	1.0	1.0	0.05	0.42	0.0	0.12	0.99	1.0
25	no	yes	0.07	0.38	0.0	0.0	1.0	1.0	0.05	0.05	0.01	0.0	0.93	1.0
25	yes	yes	0.37	0.41	0.05	0.01	1.0	1.0	0.05	0.06	0.0	0.01	0.5	1.0
38	no	yes	0.01	0.08	0.0	0.0	1.0	1.0	0.27	0.1	0.01	0.0	0.7	1.0
0	no	no	0.22	0.22	0.0	0.0	1.0	1.0	0.23	0.25	0.02	0.04	1.0	0.98
25	no	yes	0.03	0.38	0.0	0.0	1.0	1.0	0.1	0.17	0.01	0.19	0.8	1.0
-25	yes	no	0.43	0.08	0.0	0.14	1.0	1.0	0.05	0.07	0.01	0.08	0.95	0.98
0	no	no	0.1	0.08	0.0	0.0	1.0	1.0	0.02	0.04	0.0	0.0	0.85	1.0
0	yes	yes	0.45	0.3	0.0	0.0	1.0	1.0	0.14	0.17	0.0	0.0	1.0	1.0
0	no	no	0.06	0.08	0.0	0.0	1.0	1.0	0.02	0.02	0.0	0.01	1.0	1.0
-37	yes	no	0.49	0.3	-0.09	-0.05	1.0	1.0	0.01	0.21	0.0	0.04	1.0	1.0
25	no	yes	0.17	0.21	0.0	0.12	1.0	1.0	0.12	0.0	0.02	0.02	1.0	0.99
25	no	yes	0.07	0.41	0.0	-0.01	1.0	1.0	0.09	0.01	0.0	0.01	0.89	1.0
0	no	no	0.01	0.0	0.0	0.0	1.0	1.0	0.62	0.49	0.0	0.0	0.83	0.5
-25	no	no	0.01	0.03	0.0	0.0	1.0	1.0	0.17	0.03	0.0	0.41	0.99	1.0
0	yes	yes	0.3	0.48	-0.01	0.01	1.0	1.0	0.26	0.17	0.03	0.03	0.84	0.72
0	yes	yes	0.48	0.46	0.0	0.0	1.0	1.0	0.05	0.04	0.0	0.0	1.0	1.0
0	yes	yes	0.1	0.1	-0.98	-0.72	1.0	1.0	0.15	0.12	0.01	0.02	1.0	1.0
0	yes	yes	0.3	0.34	-0.01	-0.01	1.0	1.0	0.01	0.02	0.0	0.0	0.94	0.87
-13	no	no	0.21	0.18	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.0	1.0	0.92
13	yes	no	0.48	0.46	0.0	0.0	0.02	0.06	0.13	0.14	0.0	0.01	1.0	1.0
50	no	yes	0.02	0.44	0.0	0.0	1.0	1.0	0.22	0.01	0.01	0.01	0.93	0.93
-12	yes	yes	0.24	0.14	-0.03	0.0	1.0	1.0	0.0	0.12	0.0	0.0	0.87	0.87
13	no	yes	0.07	0.14	0.0	0.0	1.0	1.0	0.01	0.04	0.02	0.0	1.0	0.98
0	no	no	0.02	0.02	-0.02	-0.02	1.0	1.0	0.79	0.79	0.0	0.0	1.0	1.0
25	no	yes	0.04	0.22	0.0	0.0	1.0	1.0	0.1	0.0	0.0	0.0	0.88	0.91
0	yes	yes	0.35	0.26	0.0	0.0	1.0	1.0	0.12	0.08	0.02	0.01	1.0	1.0
50	no	yes	0.05	0.4	0.0	0.0	1.0	1.0	0.28	0.06	0.0	0.0	0.83	0.85
25	no	yes	0.19	0.43	0.0	0.0	1.0	1.0	0.07	0.1	0.0	0.01	1.0	1.0
38	no	yes	0.13	0.14	0.0	0.0	1.0	1.0	0.21	0.01	0.0	0.01	0.76	0.93
-25	no	no	0.05	0.02	0.0	0.0	1.0	1.0	0.07	0.01	0.0	0.28	0.93	1.0
0	yes	yes	0.39	0.38	-0.01	0.0	1.0	1.0	0.07	0.07	0.0	0.0	0.99	1.0
-25	yes	no	0.33	0.04	0.0	0.0	1.0	1.0	0.01	0.01	0.0	0.02	0.98	0.98
0	no	no	0.15	0.12	0.0	0.0	1.0	1.0	0.2	0.19	0.0	0.01	0.52	0.63
-38	no	no	0.28	0.05	0.0	0.0	1.0	1.0	0.07	0.8	0.0	0.0	1.0	0.85
0	yes	yes	0.45	0.37	-0.02	-0.03	1.0	1.0	0.04	0.02	0.0	0.0	0.99	0.99
25	no	yes	0.06	0.38	0.0	0.0	1.0	1.0	0.0	0.0	0.05	0.0	0.98	0.97
0	no	no	0.06	0.0	0.0	0.0	1.0	1.0	0.7	0.3	0.0	0.0	0.31	0.9
0	no	no	0.0	0.0	0.0	NaN	1.0	1.0	0.14	0.19	0.0	0.0	0.84	0.84
0	no	no	0.0	0.0	0.0	-0.0	1.0	1.0	0.29	0.22	0.0	0.0	0.67	0.61
0	yes	yes	0.49	0.31	-0.02	-0.05	1.0	1.0	0.14	0.18	0.0	0.13	1.0	1.0
12	no	yes	0.32	0.26	0.0	0.0	1.0	1.0	0.07	0.03	0.0	0.04	1.0	0.99
0	no	no	0.07	0.08	0.0	0.0	1.0	1.0	0.2	0.09	0.02	0.19	0.99	1.0
38	no	yes	0.13	0.13	0.0	0.0	1.0	1.0	0.57	0.16	0.0	0.0	0.95	1.0
0	yes	no	0.33	0.02	-7.53	0.0	1.0	1.0	0.36	0.09	0.02	0.05	0.95	0.99
50	no	yes	0.01	0.35	0.04	-0.02	1.0	1.0	0.54	0.0	0.0	0.0	0.47	0.91
-13	yes	no	0.13	0.05	0.0	0.0	1.0	1.0	0.11	0.02	0.01	0.01	0.95	1.0
12	yes	yes	0.18	0.44	0.0	0.07	1.0	1.0	0.09	0.04	0.04	0.04	0.89	1.0
0	no	no	0.04	0.0	0.0	0.0	1.0	1.0	0.41	0.5	0.0	0.0	0.99	0.85
-13	yes	no	0.1	0.09	0.0	0.0	1.0	1.0	0.03	0.02	0.01	0.0	1.0	1.0
50	no	yes	0.07	0.49	0.0	-0.1	1.0	1.0	0.47	0.12	0.01	0.01	0.93	0.85
0	no	no	0.1	0.13	0.0	-0.03	1.0	1.0	0.17	0.02	0.0	0.0	0.99	0.92
37	yes	yes	0.11	0.26	1.11	1.66	1.0	1.0	0.05	0.1	0.0	0.0	1.0	1.0
-50	yes	no	0.38	0.0	0.13	0.08	1.0	1.0	0.14	0.3	0.01	0.13	1.0	1.0
0	no	no	0.02	0.05	0.0	0.0	1.0	1.0	0.12	0.0	0.01	0.07	1.0	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.37	0.46	0.0	0.0	0.45	0.47
-37	yes	no	0.4	0.4	-0.4	-0.15	1.0	1.0	0.01	0.31	0.01	0.05	0.97	0.93
50	no	yes	0.0	0.47	0.0	0.0	1.0	1.0	0.3	0.06	0.01	0.0	0.75	1.0
-50	yes	no	0.38	0.01	0.0	0.0	1.0	1.0	0.0	0.49	0.0	0.0	0.97	0.47
0	yes	yes	0.04	0.08	0.0	0.0	1.0	1.0	0.08	0.09	0.0	0.01	1.0	1.0
0	no	no	0.06	0.07	0.0	0.0	1.0	1.0	0.24	0.21	0.0	0.0	0.72	0.72
-12	no	yes	0.06	0.1	-0.54	-0.02	1.0	1.0	0.1	0.44	0.07	0.0	0.9	0.97
0	no	no	0.04	0.1	0.0	0.0	1.0	1.0	0.48	0.02	0.0	0.65	0.93	0.98
13	no	yes	0.02	0.11	-0.02	0.0	1.0	1.0	0.31	0.03	0.0	0.0	0.89	0.77
0	no	no	0.01	0.0	0.0	0.0	1.0	1.0	0.59	0.57	0.0	0.0	1.0	0.47
25	yes	yes	0.37	0.25	-0.01	0.0	1.0	1.0	0.17	0.12	0.02	0.02	0.67	1.0
0	yes	yes	0.47	0.45	-0.41	-0.97	1.0	1.0	0.08	0.02	0.03	0.02	1.0	1.0
0	no	no	0.06	0.05	0.03	0.02	1.0	1.0	0.31	0.3	0.01	0.0	0.99	0.98
13	no	yes	0.07	0.17	0.0	-0.06	1.0	1.0	0.19	0.04	0.0	0.0	1.0	0.94
-25	no	no	0.08	0.1	0.0	0.0	1.0	1.0	0.13	0.29	0.0	0.0	1.0	0.99
-12	no	yes	0.05	0.16	0.0	0.0	1.0	1.0	0.05	0.03	0.0	0.31	0.88	1.0
0	yes	no	0.17	0.33	0.0	-0.05	1.0	1.0	0.01	0.11	0.0	0.0	0.96	1.0
-13	no	no	0.31	0.02	0.0	-0.04	1.0	1.0	0.27	0.7	0.02	0.01	0.98	1.0
0	yes	yes	0.29	0.49	0.0	0.0	1.0	1.0	0.03	0.02	0.01	0.04	1.0	0.95
-38	no	no	0.22	0.03	0.0	0.46	1.0	1.0	0.22	0.25	0.01	0.02	0.95	0.37
50	no	yes	0.02	0.31	0.0	0.0	1.0	1.0	0.23	0.01	0.02	0.04	0.88	1.0
-25	no	yes	0.27	0.16	-0.02	0.0	1.0	0.06	0.11	0.14	0.02	0.24	0.89	1.0
-38	no	no	0.25	0.14	-0.0	-0.0	1.0	1.0	0.0	0.11	0.0	0.5	0.98	1.0
0	yes	yes	0.46	0.42	-0.02	-0.04	1.0	1.0	0.0	0.0	0.0	0.0	0.99	0.99
0	no	no	0.04	0.04	0.0	0.0	1.0	1.0	0.22	0.23	0.0	0.0	1.0	1.0
12	no	yes	0.42	0.44	0.0	0.0	1.0	1.0	0.04	0.0	0.0	0.09	1.0	1.0
25	no	no	0.0	0.06	0.0	-0.02	1.0	1.0	0.38	0.08	0.0	0.09	0.85	1.0
0	no	no	0.0	0.0	0.0	0.0	1.0	1.0	0.56	0.36	0.01	0.01	0.7	1.0
50	no	no	0.04	0.07	0.79	0.16	1.0	1.0	0.35	0.05	0.03	0.04	0.98	1.0
0	no	no	0.22	0.25	0.0	0.0	1.0	1.0	0.05	0.04	0.02	0.02	0.89	1.0
12	yes	yes	0.01	0.3	0.0	0.01	1.0	1.0	0.27	0.1	0.0	0.04	0.89	0.5
13	no	no	0.14	0.39	0.0	0.0	1.0	1.0	0.28	0.0	0.01	0.75	0.92	1.0
-12	yes	yes	0.39	0.16	0.0	0.0	1.0	1.0	0.07	0.03	0.05	0.05	0.99	0.95
38	no	yes	0.09	0.14	-0.01	0.0	1.0	1.0	0.42	0.03	0.01	0.04	0.79	1.0
-25	no	no	0.02	0.02	3.54	0.0	1.0	1.0	0.11	0.43	0.0	0.0	1.0	1.0
25	no	no	0.04	0.03	0.0	0.0	1.0	1.0	0.24	0.14	0.0	0.0	0.89	0.9
0	yes	yes	0.42	0.36	-0.03	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.97	1.0
-25	yes	yes	0.12	0.08	0.0	0.0	1.0	1.0	0.15	0.31	0.0	0.0	0.97	1.0
0	no	no	0.12	0.07	0.0	0.0	1.0	1.0	0.17	0.16	0.01	0.01	0.99	1.0
-37	yes	yes	0.44	0.18	-0.86	-0.43	1.0	1.0	0.05	0.03	0.03	0.57	0.99	0.96
25	no	no	0.13	0.08	0.0	0.0	1.0	1.0	0.49	0.07	0.02	0.04	0.93	1.0
0	no	no	0.01	0.01	0.0	0.0	1.0	1.0	0.13	0.26	0.0	0.0	0.72	0.73
38	no	yes	0.01	0.14	0.0	0.0	1.0	1.0	0.64	0.0	0.0	0.0	0.35	0.97
25	no	yes	0.1	0.37	0.0	0.04	1.0	1.0	0.03	0.0	0.0	0.0	1.0	1.0
38	no	yes	0.01	0.02	0.0	0.0	1.0	1.0	0.19	0.13	0.0	0.01	0.71	0.98
-13	yes	no	0.04	0.02	0.0	0.0	1.0	1.0	0.01	0.0	0.09	0.11	1.0	1.0
0	no	no	0.0	0.0	0.0	0.02	1.0	1.0	0.64	0.59	0.0	0.0	0.35	0.46
13	no	no	0.07	0.26	0.0	-0.06	1.0	1.0	0.07	0.07	0.0	0.06	1.0	0.98
-50	yes	no	0.3	0.0	0.0	0.0	1.0	1.0	0.11	0.58	0.01	0.0	1.0	0.57
0	yes	yes	0.49	0.4	0.0	0.0	1.0	1.0	0.0	0.01	0.0	0.0	0.9	1.0
-25	yes	no	0.05	0.37	0.33	0.66	1.0	1.0	0.42	0.67	0.0	0.0	0.75	1.0
